order_id,weight (lbs),volume (in3)
21082,1014.1265800000001,3163.468608
21083,33.069345000000006,7160.6430054
21084,174.165217,1274.174856
21085,242.50853000000004,1132.599872
21086,650.0,8673.0
21087,533.518766,1505.0885368
21088,264.55476000000004,742.048192
21089,220.46230000000003,2847.1217472
21090,79.0,20880.0
21091,150.0,38400.0
21092,471.789322,5147.349095
21093,330.0,63248.0
21094,160.0,29920.0
21095,750.0,57600.0
21096,357.0,65000.0
21097,450.0,19360.0
21098,994.2849730000002,5290.2055767
21099,220.46230000000003,2847.1217472
21100,418.87837,4415.674932
21101,264.55476000000004,2178.54609
21102,1653.4672500000001,3514.96512
21103,352.73968,949.0405824
21104,1543.2361,28009.8783
21105,1014.1265800000001,3163.468608
21106,264.55476000000004,1055.5879626
21107,1102.3115,6458.748408
21108,220.46230000000003,2847.1217472
21109,264.55476000000004,1055.5879626
21110,1058.2190400000002,6151.18896
21111,542.337258,1262.6413767
21112,30.864722000000004,243.484563
21113,542.337258,1262.6413767
21114,1388.9124900000002,2952.5707008
21115,187.39295500000003,973.938252
21116,542.337258,1262.6413767
21117,727.5255900000001,7768.0729152
21118,266.759383,1332.8186317
21119,2910.1023600000003,42960.6848
21120,641.545293,3613.823514
21121,881.8492000000001,2582.522984
21122,661.3869000000001,4794.5100616
21123,143.300495,3668.5007492
21124,1653.4672500000001,3514.96512
21125,282.191744,1269.29296
21126,458.56158400000004,878.74128
21127,509.2679130000001,1350.2103862
21128,220.46230000000003,2847.1217472
21129,1261.044356,5741.109696
21130,370.37666400000006,1615.907576
21131,881.8492000000001,976.3792
21132,143.300495,3668.5007492
21133,1322.7738000000002,6697.961312
21134,992.0803500000001,2108.979072
21135,705.47936,949.0405824
21136,275.577875,305.1185
21137,330.69345000000004,3745.634706
21138,220.46230000000003,2847.1217472
21139,374.78591000000006,2899.846224
21140,264.55476000000004,1318.11192
21141,520.2910280000001,1300.9032366
21142,242.50853000000004,1132.599872
21143,275.577875,2440.948
21144,3071.0398390000005,17872.4992086
21145,606.271325,3708.7153675
21146,220.46230000000003,2847.1217472
21147,300.0,135407.0
21148,123.45888800000002,1407.4506168
21149,30.0,20736.0
21150,104.0,29220.0
21151,120.0,22478.0
21152,42.0,4000.0
21153,120.0,22478.0
21154,380.0,43776.0
21155,284.39636700000005,922.678344
21156,129.0,28100.0
21157,2299.0,330372.0
21158,645.0,122496.0
21159,135.0,25188.0
21160,135.0,25188.0
21161,220.46230000000003,2847.1217472
21162,330.69345000000004,2022.935655
21163,330.69345000000004,4686.62016
21164,617.29444,1845.356688
21165,1785.7446300000001,3796.1623296
21166,244.71315300000003,843.5916288
21167,1056.014417,9878.8826982
21168,4325.470326000001,12685.3016375
21169,771.61805,4686.62016
21170,330.69345000000004,5061.5497728
21171,749.5718200000001,3374.3665152
21172,220.46230000000003,2847.1217472
21173,418.87837,762.4301078
21174,1256.6351100000002,2671.3734912
21175,176.36984,1201.1294871
21176,352.73968,413.9237571
21177,1851.8833200000001,10149.461784
21178,559.974242,2331.4104585
21179,220.46230000000003,2847.1217472
21180,469.58469900000006,1982.049776
21181,921.5324140000001,4328.2889936
21182,921.5324140000001,3919.6742984
21183,1322.7738000000002,2811.972096
21184,352.73968,413.9237571
21185,260.14551400000005,1804.3487616
21186,418.87837,1382.3698761
21187,511.47253600000005,1734.5376488
21188,449.74309200000005,1530.5964434
21189,220.46230000000003,2847.1217472
21190,295.419482,1247.6905702
21191,286.60099,3514.96512
21192,418.87837,1382.3698761
21193,562.1788650000001,7732.923264
21194,1719.6059400000001,3655.5637248
21195,275.577875,1685.7797125
21196,3086.4722,87733.5293952
21197,250.0,57600.0
21198,150.0,14400.0
21199,440.92460000000005,2252.995004
21200,359.35354900000004,2665.515216
21201,200.0,36920.0
21202,250.0,57600.0
21203,198.41607000000002,1130.4640425
21204,220.46230000000003,2847.1217472
21205,319.0,107880.0
21206,537.0,111132.0
21207,504.858667,1372.7891552
21208,780.0,59904.0
21209,224.87154600000002,2627.4364272
21210,80.0,16434.0
21211,125.0,19968.0
21212,467.38007600000003,1655.9391232
21213,212.0,27136.0
21214,242.50853000000004,1276.005567
21215,105.0,20960.0
21216,268.96400600000004,1195.9424726
21217,330.69345000000004,3493.3627302
21218,220.46230000000003,2847.1217472
21219,663.591523,3183.2402868
21220,220.46230000000003,1874.648064
21221,279.987121,3679.72911
21222,330.69345000000004,2368.2077496
21223,1388.9124900000002,2952.5707008
21224,330.69345000000004,3512.7682668
21225,1587.3285600000002,3374.3665152
21226,220.46230000000003,1874.648064
21227,343.92118800000003,2133.388552
21228,451.9477150000001,2505.3280035
21229,385.809025,1373.03325
21230,683.4331300000001,18484.07873
21231,5467.465040000001,20131.9627248
21232,213.84843100000003,1281.4977
21233,643.7499160000001,3161.02766
21234,220.46230000000003,2847.1217472
21235,354.94430300000005,1927.1894697
21236,1851.8833200000001,10149.461784
21237,209.439185,3849.0698775
21238,10934.930080000002,7750.4980896
21239,427.69686200000007,2426.1802646
21240,209.439185,3849.0698775
21241,661.3869000000001,3514.96512
21242,361.558172,939.2767904
21243,244.71315300000003,1770.4806081
21244,440.92460000000005,5694.2434944
21245,233.69003800000002,2811.972096
21246,654.7730310000001,3242.189181
21247,22.04623,5061.5497728
21248,351.0,90240.0
21249,410.059878,599.6188762
21250,220.46230000000003,2847.1217472
21251,33.069345000000006,2063.821534
21252,385.809025,2498.0661832
21253,482.81243700000005,1467.4979376000001
21254,1014.1265800000001,4723.23438
21255,264.55476000000004,2372.601456
21256,275.577875,1779.451092
21257,178.574463,2090.4278672
21258,385.809025,2360.0915975
21259,480.0,36864.0
21260,43.0,73395.0
21261,252.0,91656.0
21262,220.0,21692.0
21263,252.0,91656.0
21264,150.0,12000.0
21265,291.010236,1464.5688
21266,341.71656500000006,1876.6008224
21267,210.0,41160.0
21268,315.261089,1419.6553568
21269,773.8226730000001,4243.3440032
21270,440.92460000000005,1650.080848
21271,198.41607000000002,1874.648064
21272,176.36984,1874.648064
21273,308.64722,6310.7049118
21274,504.858667,1581.734304
21275,330.69345000000004,1898.0811648
21276,149.914364,2148.03424
21277,308.64722,6310.7049118
21278,48.501706000000006,244.0948
21279,330.69345000000004,1898.0811648
21280,242.50853000000004,827.9695616
21281,330.69345000000004,2343.31008
21282,238.099284,1183.3715904
21283,176.36984,4613.39172
21284,376.990533,1717.9392024
21285,33.069345000000006,468.662016
21286,2971.8318040000004,11247.888384
21287,110.23115000000001,1265.3874432
21288,780.436542,5623.944192
21289,242.50853000000004,1129.0604974
21290,176.36984,1467.8030561
21291,780.436542,8435.916288
21292,451.9477150000001,2372.601456
21293,6816.694316000001,24380.6157899
21294,723.116344,4008.5248056
21295,1763.6984000000002,23726.01456
21296,134.48200300000002,1757.48256
21297,275.577875,1493.860176
21298,5291.095200000001,10123.0995456
21299,110.23115000000001,1757.48256
21300,782.6411650000001,5293.6839276
21301,515.0,234240.0
21302,220.46230000000003,2847.1217472
21303,246.91777600000003,448.1580528
21304,286.60099,956.851616
21305,1366.8662600000002,8787.4128
21306,1309.0,277695.0
21307,1108.0,162180.0
21308,75.0,59489.0
21309,1686.5365950000003,8032.2445125
21310,661.3869000000001,4349.769336
21311,480.0,36864.0
21312,645.0,122496.0
21313,736.0,45792.0
21314,50.0,20400.0
21315,210.0,41160.0
21316,692.2516220000001,4443.5017392
21317,430.0,41160.0
21318,205.029939,1411.1730625
21319,44.09246,518.70145
21320,718.7070980000001,5877.802784
21321,1649.0580040000002,7504.4505312
21322,414.469124,2516.007151
21323,66.13869000000001,1196.06452
21324,3527.3968000000004,29087.3127472
21325,723.116344,5223.3846252
21326,793.6642800000001,3998.272824
21327,229.28079200000002,1086.2828837
21328,22.04623,147.9214488
21329,231.48541500000002,932.9303256
21330,390.218271,2230.7823772
21331,264.55476000000004,474.5202912
21332,1763.6984000000002,15311.7006618
21333,291.010236,3749.296128
21334,55.11557500000001,1581.734304
21335,903.8954300000001,7381.426752
21336,451.9477150000001,2505.3280035
21337,220.46230000000003,2847.1217472
21338,174.165217,2416.9046622
21339,1272.067471,5377.2863966
21340,903.8954300000001,7381.426752
21341,903.8954300000001,7381.426752
21342,892.8723150000001,5603.1351103
21343,108.02652700000002,1239.0252048
21344,352.73968,3972.64287
21345,330.69345000000004,2323.782496
21346,37.478591,1473.722355
21347,220.46230000000003,2847.1217472
21348,1117.7438610000002,8324.3649644
21349,456.35696100000007,2056.0715241
21350,1851.8833200000001,10149.461784
21351,604.0667020000001,2988.4526364
21352,458.56158400000004,887.0405032
21353,281.0,111360.0
21354,308.64722,2929.1376
21355,551.15575,2460.475584
21356,231.48541500000002,642.579561
21357,407.85525500000006,5362.762756
21358,165.34672500000002,1790.9235476
21359,200.0,69120.0
21360,264.55476000000004,783.7884028
21361,410.0,120960.0
21362,105.0,15288.0
21363,95.0,22400.0
21364,480.0,36864.0
21365,448.0,57500.0
21366,210.0,41160.0
21367,575.0,88493.0
21368,95.0,22400.0
21369,105.0,7425.0
21370,400.0,65880.0
21371,125.0,27625.0
21372,35.273968,143.5277424
21373,210.0,41160.0
21374,550.0,35280.0
21375,626.0,162511.0
21376,125.0,27625.0
21377,220.46230000000003,2847.1217472
21378,55.11557500000001,503.6285961
21379,396.83214000000004,522.8510616
21380,529.1095200000001,549.2133
21381,152.118987,536.5203704
21382,121.25426500000002,1405.986048
21383,903.8954300000001,7381.426752
21384,650.3637850000001,3796.1623296
21385,458.56158400000004,0.0610237
21386,451.9477150000001,2655.751424
21387,149.914364,2434.6625589
21388,903.8954300000001,7381.426752
21389,220.46230000000003,2847.1217472
21390,271.168629,1296.143388
21391,978.8526120000001,15877.756503
21392,1408.7540970000002,5990.7576527
21393,251.32702200000003,1226.57637
21394,13.227738000000002,170.1340756
21395,648.159162,2022.935655
21396,271.168629,1296.143388
21397,264.55476000000004,2050.39632
21398,621.7036860000001,7498.592256
21399,385.809025,2723.1826125000002
21400,451.9477150000001,2505.3280035
21401,3968.3214000000003,15402.1377852
21402,88.18492,160.1261888
21403,273.37325200000004,2062.1128704
21404,1014.1265800000001,3161.02766
21405,2004.0023070000002,6199.2146119
21406,1069.2421550000001,6092.606208
21407,341.71656500000006,1051.9265406
21408,443.129223,2072.7309942
21409,1410.95872,6092.606208
21410,286.60099,956.851616
21411,286.60099,956.851616
21412,5511.557500000001,28603.028664
21413,575.406603,1753.0888536
21414,1102.3115,6458.748408
21415,5599.7424200000005,12258.440856
21416,3747.8591000000006,17012.4311808
21417,507.06329000000005,2694.806592
21418,220.46230000000003,2847.1217472
21419,118.0,7980.0
21420,110.23115000000001,1886.4866618
21421,352.73968,1205.5231935
21422,330.69345000000004,2530.7748864
21423,220.46230000000003,10755.7932672
21424,224.87154600000002,1757.48256
21425,403.44600900000006,2004.2624028
21426,180.0,10368.0
21427,90.0,27000.0
21428,1200.0,139750.0
21429,144.0,24804.0
21430,200.0,57600.0
21431,300.0,65800.0
21432,30.0,27000.0
21433,881.8492000000001,2224.313865
21434,105.0,19776.0
21435,410.0,66318.0
21436,266.0,22297.0
21437,1862.906435,23901.762816
21438,284.39636700000005,2084.6916394
21439,330.69345000000004,8238.1995
21440,152.118987,2434.6625589
21441,418.87837,2962.8226824
21442,48.501706000000006,212.362476
21443,152.118987,2434.6625589
21444,661.3869000000001,6590.5596
21445,15.432361000000002,529.685716
21446,321.87495800000005,1329.8894941
21447,2427.2899230000003,15070.412952
21448,952.397136,3016.7676332
21449,925.9416600000001,9607.571328
21450,275.577875,1685.7797125
21451,321.87495800000005,1329.8894941
21452,440.92460000000005,2952.5707008
21453,440.92460000000005,2952.5707008
21454,1102.3115,4480.1159592
21455,683.4331300000001,3875.2490448
21456,275.577875,1685.7797125
21457,275.577875,1685.7797125
21458,440.92460000000005,781.10336
21459,235.894661,1435.277424
21460,615.089817,4774.8604302
21461,235.894661,1435.277424
21462,1748.266039,6198.9094934
21463,992.0803500000001,6590.5596
21464,341.71656500000006,1722.4549562
21465,253.53164500000003,1874.648064
21466,401.24138600000003,5623.944192
21467,330.69345000000004,949.0405824
21468,522.0,87168.0
21469,1763.6984000000002,3163.468608
21470,859.8029700000001,8699.538672
21471,1322.7738000000002,15796.594982
21472,251.32702200000003,1226.57637
21473,225.0,23520.0
21474,17.0,46660.0
21475,280.0,29160.0
21476,280.0,29160.0
21477,140.0,16038.0
21478,640.0,150176.0
21479,250.0,28000.0
21480,39.68321400000001,1533.0984151
21481,661.3869000000001,4592.8877568
21482,859.8029700000001,8699.538672
21483,670.2053920000001,10779.226368
21484,540.132635,11533.4793
21485,1040.5820560000002,5272.44768
21486,1649.0580040000002,3752.2252656
21487,154.32361,2372.2353138
21488,573.20198,1704.391941
21489,10266.929311000002,61786.496250000004
21490,4409.246,56942.434944
21491,1653.4672500000001,12996.5835312
21492,776.0272960000001,5389.613184
21493,1102.3115,1687.1832576
21494,306.44259700000003,1111.6077192
21495,286.60099,1599.3091296
21496,813.505887,4320.47796
21497,1018.5358260000002,12653.874432
21498,875.2353310000001,4583.3070359
21499,352.73968,10767.9980072
21500,1739.4475470000002,5766.9837448
21501,66.13869000000001,1201.1294871
21502,1040.5820560000002,5272.44768
21503,291.010236,4335.123648
21504,321.87495800000005,1751.990427
21505,176.36984,44522.89152
21506,771.61805,7322.844
21507,901.6908070000001,6332.7954912000005
21508,529.1095200000001,1687.1832576
21509,94.79878900000001,1438.2065616
21510,1851.8833200000001,10149.461784
21511,798.0735260000001,3317.6144742
21512,326.28420400000005,3721.2862497
21513,1984.1607000000001,9031.2635052
21514,114.0,20100.0
21515,597.452833,3397.799616
21516,396.0,66318.0
21517,10800.0,1555200.0
21518,220.46230000000003,1423.5608736
21519,348.330434,2155.8452736
21520,220.46230000000003,2847.1217472
21521,291.010236,1589.057148
21522,901.6908070000001,6332.7954912000005
21523,1840.8602050000002,8742.4993568
21524,425.0,83089.0
21525,114.0,20100.0
21526,19.0,331080.0
21527,158.0,43649.0
21528,285.0,24300.0
21529,162.0,37672.0
21530,102.0,25076.0
21531,180.0,33120.0
21532,1675.51348,10091.8554112
21533,1274.2720940000002,6643.2840768
21534,12553.123362000002,56942.434944
21535,363.76279500000004,1449.923112
21536,50.706329000000004,1681.3249824
21537,242.50853000000004,1926.518209
21538,330.69345000000004,3082.4291344
21539,235.894661,1435.277424
21540,235.894661,1435.277424
21541,4.409246,197.2285984
21542,1338.206161,7829.950947
21543,485.0170600000001,7967.254272
21544,1849.6786970000003,9780.3904464
21545,231.48541500000002,1052.5367776
21546,1042.786679,6441.7227957000005
21547,1040.5820560000002,5272.44768
21548,242.50853000000004,1132.599872
21549,149.914364,1476.2853504
21550,529.1095200000001,5061.5497728
21551,266.759383,1882.3980739
21552,961.2156280000002,6267.3170611
21553,310.85184300000003,1482.1436256
21554,4850.1706,12842.6207361
21555,385.809025,2323.782496
21556,698.865491,7394.6078712
21557,277.78249800000003,2538.58592
21558,277.78249800000003,2538.58592
21559,275.577875,1640.5611508
21560,694.4562450000001,19771.6788
21561,762.799558,4843.8172112
21562,1587.3285600000002,5884.6374384
21563,560.0,118408.0
21564,158.73285600000003,1324.7024796
21565,264.55476000000004,1647.6399
21566,804.687395,2594.6056766
21567,315.261089,2331.2884111
21568,328.488827,3058.2637492
21569,113.0,1980.0
21570,1019.0,303160.0
21571,240.0,93984.0
21572,113.0,1980.0
21573,839.0,160272.0
21574,213.84843100000003,1977.16788
21575,181.0,49600.0
21576,11023.115000000002,46116.3423744
21577,50.706329000000004,896.3161056
21578,97.00341200000001,1576.242171
21579,509.2679130000001,1673.6970199
21580,1223.565765,6384.0553992000005
21581,330.69345000000004,2587.40488
21582,198.41607000000002,4452.289152
21583,198.41607000000002,4452.289152
21584,88.18492,213.58295
21585,1261.044356,7597.45065
21586,559.974242,1529.0098272
21587,559.974242,1529.0098272
21588,606.271325,3708.7153675
21589,606.271325,3139.1811754
21590,661.3869000000001,4045.87131
21591,209.439185,1366.9308800000001
21592,925.9416600000001,6854.181984
21593,22.04623,1051.1332325
21594,617.29444,5858.2752
21595,5083.860638,12094.4701741
21596,659.1822770000001,3200.8151124
21597,154.32361,1844.5023562
21598,308.64722,2682.7238994
21599,2215.646115,23355.6617247
21600,1851.8833200000001,10149.461784
21601,427.69686200000007,2735.9365658
21602,471.789322,5226.3137628
21603,357.148926,1968.3804672
21604,440.92460000000005,2658.192372
21605,1547.6453460000002,20288.4885153
21606,1940.0682400000003,3161.02766
21607,357.148926,1968.3804672
21608,352.73968,1230.237792
21609,77.161805,732.2844
21610,2072.34562,14393.7821664
21611,714.297852,5626.8733296
21612,385.809025,427.1659
21613,271.168629,1503.1968021
21614,308.64722,2710.9168488
21615,105.82190400000002,1647.6399
21616,881.8492000000001,4163.2809088
21617,385.809025,2223.8866991
21618,1040.5820560000002,5272.44768
21619,187.39295500000003,3770.044186
21620,297.62410500000004,1076.458068
21621,78.0,24576.0
21622,297.62410500000004,949.0405824
21623,617.29444,4232.603832
21624,105.0,23625.0
21625,410.0,69552.0
21626,128.0,13520.0
21627,38.0,18492.0
21628,300.0,49680.0
21629,1200.0,172800.0
21630,163.0,43680.0
21631,529.1095200000001,7627.4743104
21632,150.0,20280.0
21633,202.0,61000.0
21634,679.0238840000001,2868.4190185
21635,240.30390700000004,1939.2111386
21636,687.8423760000001,4877.014104
21637,368.17204100000004,2833.940628
21638,4770.804172,5473.82589
21639,348.330434,2512.8339186
21640,227.07616900000002,585.82752
21641,297.62410500000004,1474.8207816
21642,2645.5476000000003,6846.85914
21643,249.12239900000003,2861.5843641
21644,249.12239900000003,1362.048984
21645,348.330434,1796.537728
21646,1433.0049500000002,19376.245224
21647,396.83214000000004,404.2209888
21648,85.98029700000001,2489.5228652
21649,1719.6059400000001,5471.8731316
21650,451.9477150000001,2442.168474
21651,771.61805,7322.844
21652,903.8954300000001,3828.8100091
21653,469.58469900000006,2443.6330428
21654,2204.623,12653.874432
21655,262.350137,758.6466384
21656,330.69345000000004,889.725546
21657,839.9613630000001,4745.202912
21658,330.69345000000004,889.725546
21659,460.76620700000007,2665.515216
21660,295.419482,2952.5707008
21661,99.20803500000001,1647.6399
21662,1124.3577300000002,12448.8348
21663,703.2747370000001,3519.1147316
21664,231.48541500000002,1408.9151856
21665,165.34672500000002,3280.634112
21666,771.61805,4018.0445028
21667,231.48541500000002,1408.9151856
21668,771.61805,3331.89402
21669,830.0,207360.0
21670,20.0,27648.0
21671,793.6642800000001,9373.24032
21672,22.04623,843.5916288
21673,52.0,20096.0
21674,52.0,20096.0
21675,11.0,10512.0
21676,264.55476000000004,2466.8830725
21677,130.0,14580.0
21678,114.0,20100.0
21679,1448.4373110000001,8553.3869105
21680,936.9647750000001,2249.5776768
21681,469.58469900000006,3604.7309827
21682,110.23115000000001,1265.3874432
21683,606.271325,2265.5048625
21684,291.010236,1546.5846528
21685,780.436542,5849.121645
21686,376.990533,2366.3160149
21687,39.68321400000001,144.5041216
21688,9982.532944,50615.497728
21689,914.9185450000001,6326.937216
21690,873.0307080000001,4046.9697366
21691,440.92460000000005,76.279625
21692,570.9973570000001,4499.1553536
21693,110.23115000000001,1265.3874432
21694,81.57105100000001,1589.057148
21695,33.069345000000006,1038.013137
21696,562.1788650000001,846.7038375
21697,551.15575,1286.379596
21698,229.28079200000002,237.2601456
21699,4623.094431,13569.9622164
21700,55.11557500000001,1269.29296
21701,476.198568,2343.31008
21702,485.0170600000001,3514.96512
21703,1876.1341730000001,7095.3476464
21704,661.3869000000001,4229.6746944
21705,154.32361,2636.22384
21706,496.04017500000003,1922.24655
21707,220.46230000000003,2283.6289014
21708,132.27738000000002,2484.6409692
21709,718.7070980000001,3045.0216063
21710,238.099284,6.5905596
21711,260.14551400000005,7.2007966
21712,1851.8833200000001,4510.871904
21713,385.809025,1080.8517744
21714,654.7730310000001,2793.7870334
21715,582.020472,1965.9395192
21716,271.168629,1503.1968021
21717,582.020472,1965.9395192
21718,542.337258,1524.9212393
21719,299.828728,742.5363816
21720,1472.6881640000001,3161.02766
21721,1324.978423,4691.3800086
21722,286.60099,1665.94701
21723,1358.0477680000001,7381.426752
21724,1223.565765,7597.8778159
21725,299.828728,742.5363816
21726,518.086405,3414.0319202
21727,11975.512136000001,28133.5123162
21728,249.0,45753.0
21729,40.0,21952.0
21730,435.0,87912.0
21731,1678.0,320544.0
21732,335.0,52728.0
21733,729.730213,4448.62773
21734,1250.0,518400.0
21735,738.548705,3217.6576536000002
21736,297.62410500000004,1076.458068
21737,906.1000530000001,14059.86048
21738,582.020472,1952.148163
21739,2910.1023600000003,24713.133931200002
21740,302.03335100000004,2667.345927
21741,330.69345000000004,256.29954
21742,1662.2857420000003,14059.86048
21743,357.148926,1850.238584
21744,255.73626800000002,1382.4919235
21745,330.69345000000004,1237.560636
21746,17.636984,169.7679334
21747,324.079581,4097.4973602
21748,17.636984,169.7679334
21749,1371.2755060000002,21089.79072
21750,1433.0049500000002,4477.2478453
21751,1322.7738000000002,10272.4245395
21752,8.818492,147.677354
21753,473.99394500000005,2066.0183872
21754,121.25426500000002,1206.0724068
21755,361.558172,1002.1312014
21756,224.87154600000002,336.1185396
21757,623.908309,6234.1201683
21758,985.466481,5513.4302713
21759,551.15575,4131.5485848
21760,275.577875,1031.30053
21761,140.0,23232.0
21762,396.83214000000004,122.0474
21763,661.3869000000001,7381.426752
21764,45.0,31200.0
21765,180.0,53912.0
21766,450.0,43516.0
21767,1746.0614160000002,8682.452036
21768,385.809025,1249.765376
21769,551.15575,1286.379596
21770,917.1231680000001,5557.0011931
21771,273.37325200000004,2811.972096
21772,10602.032007000002,33649.9327488
21773,10511.642464,50615.497728
21774,77.161805,474.5202912
21775,568.7927340000001,5676.6686688
21776,445.33384600000005,2792.0173461
21777,399.03676300000006,2087.01054
21778,723.116344,5331.030432
21779,440.92460000000005,2709.45228
21780,440.92460000000005,2709.45228
21781,372.58128700000003,2366.3160149
21782,330.69345000000004,5228.510616
21783,308.64722,978.6981006
21784,3805.1792980000005,15589.9687338
21785,440.92460000000005,3783.4694
21786,1477.09741,3979.5385481
21787,992.0803500000001,2655.5073292
21788,451.9477150000001,1634.4587808
21789,405.65063200000003,1270.8185525
21790,310.85184300000003,2077.7349376
21791,2149.5074250000002,6579.0261207
21792,1080.26527,3499.3430528
21793,282.191744,2164.8767812
21794,63.934067000000006,1116.73371
21795,264.55476000000004,411.909975
21796,566.588111,2792.0173461
21797,782.6411650000001,4800.124242
21798,1183.8825510000001,5876.6433337
21799,485.0170600000001,6453.256275
21800,120.0,78400.0
21801,160.0,17576.0
21802,414.469124,949.0405824
21803,200.0,8000.0
21804,838.0,160272.0
21805,200.0,8000.0
21806,125.0,5000.0
21807,25.0,36000.0
21808,736.0,45792.0
21809,414.469124,949.0405824
21810,330.69345000000004,1921.5142656
21811,120.0,3240.0
21812,600.0,137760.0
21813,742.9579510000001,5292.0973114
21814,1018.5358260000002,2305.1702675
21815,286.60099,2343.31008
21816,286.60099,2343.31008
21817,315.261089,3220.830886
21818,992.0803500000001,1722.3329088
21819,125.66351100000001,743.268666
21820,1620.3979050000003,5249.0145792
21821,308.64722,2660.9384385
21822,231.48541500000002,749.8592256
21823,511.47253600000005,3046.303104
21824,529.1095200000001,2870.2497295
21825,330.69345000000004,874.8357632
21826,264.55476000000004,584.3629512
21827,1040.5820560000002,5272.44768
21828,837.75674,7826.289525
21829,451.9477150000001,2505.3280035
21830,220.46230000000003,3661.422
21831,2204.623,4217.958144
21832,350.53505700000005,1792.6322112
21833,855.3937240000001,3161.02766
21834,73.0,22272.0
21835,225.0,39780.0
21836,3298.1160080000004,15008.9010624
21837,246.0,120360.0
21838,557.769619,2792.0173461
21839,555.5649960000001,3374.3665152
21840,165.34672500000002,3327.012124
21841,1040.5820560000002,5536.0700640000005
21842,216.05305400000003,274.60665
21843,994.2849730000002,5623.3949787
21844,548.951127,2792.0173461
21845,88.18492,2688.9483168
21846,210.0,39150.0
21847,787.050411,4103.5997302
21848,231.48541500000002,697.1347488
21849,308.64722,929.5129984
21850,493.83555200000006,2275.4517256
21851,661.3869000000001,4668.31305
21852,839.9613630000001,3588.19356
21853,396.83214000000004,1906.1973169
21854,130.0,48000.0
21855,396.83214000000004,1906.1973169
21856,2204.623,12917.496816
21857,1437.4141960000002,5331.030432
21858,180.0,33048.0
21859,308.64722,1417.7025984
21860,154.32361,2471.45985
21861,533.518766,1551.0393829
21862,79941.83460300001,50615.497728
21863,374.78591000000006,7170.5288448
21864,357.148926,1281.4977
21865,1058.2190400000002,3171.7068075
21866,99.20803500000001,445.7781285
21867,2314.85415,4378.450475
21868,154.32361,4435.202516
21869,9991.351436,50615.497728
21870,469.58469900000006,2385.7215515
21871,462.97083000000003,2788.5389952
21872,44.09246,1196.06452
21873,696.660868,717.638712
21874,445.33384600000005,2792.0173461
21875,507.06329000000005,4027.5642
21876,469.58469900000006,3412.9945173
21877,1051.6051710000002,1843.525977
21878,88.18492,1265.3874432
21879,1069.2421550000001,5702.054528
21880,1851.8833200000001,10149.461784
21881,2784.438849,19310.8278176
21882,2425.0853,14831.200048
21883,1351.433899,2553.6587739
21884,2881.442261,8039.5063328
21885,1177.2686820000001,1840.9629816
